Isolate ID,Name,Accession,Originating Lab,Submitting Lab
EPI_ISL_14767440,A/northern_pintail/Alaska/AK19-130E_T1/2019,EPI2143155,,
EPI_ISL_7624143,A/Anas_platyrhynchos/Belgium/11294_004/2021,EPI1943018,Sciensano_-_Animal_Infectious_Diseases,"Sciensano,_Department_of_Animal_Infectious_Diseases"
EPI_ISL_218559,A/swine/Bac_Ninh/43-05-3/2015,EPI744437,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218558,A/swine/Bac_Ninh/43-04-3/2015,EPI744429,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218557,A/swine/Bac_Ninh/43-02-3/2015,EPI744421,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218556,A/swine/Bac_Ninh/43-01-3/2015,EPI744413,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061060,A/swine/North_Carolina/A02751394/2022,EPI2433927,,
EPI_ISL_218563,A/swine/Bac_Ninh/43-12-3/2015,EPI744469,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218562,A/swine/Bac_Ninh/43-09-3/2015,EPI744461,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218561,A/swine/Bac_Ninh/43-08-3/2015,EPI744453,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061063,A/swine/Indiana/A02751405/2022,EPI2433933,,
EPI_ISL_218560,A/swine/Bac_Ninh/43-07-3/2015,EPI744445,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218567,A/swine/Bac_Ninh/43-18-3/2015,EPI744501,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_234950,A/swine/Iowa/A01777671/2016,EPI840247,,
EPI_ISL_218566,A/swine/Bac_Ninh/43-16-3/2015,EPI744493,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_136647,A/swine/Wyoming/A01444562/2013,EPI427133,,
EPI_ISL_218565,A/swine/Bac_Ninh/43-15-3/2015,EPI744485,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218564,A/swine/Bac_Ninh/43-14-3/2015,EPI744477,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218571,A/swine/Bac_Ninh/43-23-3/2015,EPI744533,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218570,A/swine/Bac_Ninh/43-22-3/2015,EPI744525,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_14767403,A/green-winged_teal/Alaska/AK20-372/2020,EPI2142852,,
EPI_ISL_218569,A/swine/Bac_Ninh/43-20-3/2015,EPI744517,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_14767402,A/green-winged_teal/Alaska/AK19-540/2019,EPI2142844,,
EPI_ISL_234952,A/swine/Ohio/A01777765/2016,EPI840251,,
EPI_ISL_218568,A/swine/Bac_Ninh/43-19-3/2015,EPI744509,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061064,A/swine/Iowa/A02751392/2022,EPI2433935,,
EPI_ISL_218575,A/swine/Bac_Ninh/43-27-3/2015,EPI744565,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218574,A/swine/Bac_Ninh/43-26-3/2015,EPI744557,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218573,A/swine/Bac_Ninh/43-25-3/2015,EPI744549,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_136652,A/swine/Maryland/A01444460/2013,EPI427156,,
EPI_ISL_87503,A/blue-winged_teal/Ohio/1714/2005,EPI307578,,
EPI_ISL_14767406,A/green-winged_teal/Alaska/AK20-528/2020,EPI2142876,,
EPI_ISL_234956,A/swine/North_Carolina/A01777729/2016,EPI840259,,
EPI_ISL_218572,A/swine/Bac_Ninh/43-24-3/2015,EPI744541,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_87502,A/mallard/Maryland/1127/2005,EPI307570,,
EPI_ISL_234963,A/swine/Iowa/A01777663/2016,EPI840273,,
EPI_ISL_17061077,A/swine/Ohio/A02751413/2022,EPI2433961,,
EPI_ISL_14767408,A/green-winged_teal/Alaska/UGA17-4723/2017,EPI2142892,,
EPI_ISL_234962,A/swine/Iowa/A01777670/2016,EPI840271,,
EPI_ISL_218578,A/swine/Bac_Ninh/43-06-3/2015,EPI744589,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061078,A/swine/Missouri/A02524408/2023,EPI2433963,,
EPI_ISL_218577,A/swine/Bac_Ninh/43-30-3/2015,EPI744581,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061079,A/swine/Illinois/A02758601/2023,EPI2433965,,
EPI_ISL_218576,A/swine/Bac_Ninh/43-29-3/2015,EPI744573,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_17061072,A/swine/Indiana/A02751400/2022,EPI2433951,,
EPI_ISL_234966,A/swine/Iowa/A01777664/2016,EPI840279,,
EPI_ISL_17061074,A/swine/Iowa/A02751412/2022,EPI2433955,,
EPI_ISL_234964,A/swine/Indiana/A01777672/2016,EPI840275,,
EPI_ISL_17061080,A/swine/North_Carolina/A02751500/2023,EPI2433967,,
EPI_ISL_14767421,A/northern_pintail/Alaska/AK19-534/2019,EPI2142998,,
EPI_ISL_17061081,A/swine/Pennsylvania/A02758600/2023,EPI2433968,,
EPI_ISL_136671,A/swine/Indiana/A01260015/2012,EPI427178,,
EPI_ISL_136675,A/swine/Indiana/A01260169/2012,EPI427190,,
EPI_ISL_136673,A/swine/Indiana/A01260163/2012,EPI427184,,
EPI_ISL_218599,A/swine/Dong_Nai/12-01-3/2015,EPI744756,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218603,A/swine/Dong_Nai/12-06-3/2015,EPI744788,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218602,A/swine/Dong_Nai/12-04-3/2015,EPI744780,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218601,A/swine/Dong_Nai/12-03-3/2015,EPI744772,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218600,A/swine/Dong_Nai/12-02-3/2015,EPI744764,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218607,A/swine/Dong_Nai/12-10-3/2015,EPI744819,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218606,A/swine/Dong_Nai/12-09-3/2015,EPI744811,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218605,A/swine/Dong_Nai/12-08-3/2015,EPI744803,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218604,A/swine/Dong_Nai/12-07-3/2015,EPI744795,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_136685,A/duck/Hokkaido/221/2008,EPI427214,,
EPI_ISL_136685,A/duck/Hokkaido/221/2008,EPI1189823,,
EPI_ISL_218611,A/swine/Dong_Nai/12-14-3/2015,EPI744851,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_5616,A/pintail/Alaska/53/2005,EPI38909,,
EPI_ISL_218610,A/swine/Dong_Nai/12-13-3/2015,EPI744843,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218609,A/swine/Dong_Nai/12-12-3/2015,EPI744835,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218608,A/swine/Dong_Nai/12-11-3/2015,EPI744827,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218613,A/swine/Dong_Nai/12-16-3/2015,EPI744867,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_218612,A/swine/Dong_Nai/12-15-3/2015,EPI744859,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_87551,A/swine/Pennsylvania/057108-1/2010,EPI307929,,
EPI_ISL_87553,A/swine/Iowa/A01057188/2010,EPI307943,,
EPI_ISL_87555,A/swine/Illinois/A01057088/2010,EPI307945,,
EPI_ISL_87554,A/swine/Illinois/A01057087/2010,EPI307944,,
EPI_ISL_300557,A/swine/North_Carolina/A01785419/2018,EPI1184031,,
EPI_ISL_300558,A/swine/North_Carolina/A01785421/2018,EPI1184033,,
EPI_ISL_300553,A/swine/Texas/A01785420/2018,EPI1184023,,
EPI_ISL_300555,A/swine/Minnesota/A01785416/2018,EPI1184027,,
EPI_ISL_103957,A/swine/Illinois/A01076719/2010,EPI361505,,
EPI_ISL_103956,A/swine/Illinois/A01047528/2010,EPI361500,,
EPI_ISL_19126034,A/swine/Missouri/A02862328/2024,EPI3273439,Iowa_State_University,
EPI_ISL_19126033,A/swine/Missouri/A02862329/2024,EPI3273437,Iowa_State_University,
EPI_ISL_19126032,A/swine/Missouri/A02862345/2024,EPI3273435,Iowa_State_University,
EPI_ISL_19126041,A/swine/Iowa/A02862333/2024,EPI3273454,Iowa_State_University,
EPI_ISL_19126047,A/swine/Illinois/A02862344/2024,EPI3273466,Iowa_State_University,
EPI_ISL_366151,A/swine/Minnesota/A02432160/2019,EPI1498491,,
EPI_ISL_366147,A/swine/Minnesota/A02245106/2019,EPI1498483,,
EPI_ISL_366159,A/swine/Iowa/A02432164/2019,EPI1498507,,
EPI_ISL_366155,A/swine/Iowa/A02432156/2019,EPI1498499,,
EPI_ISL_366167,A/swine/Indiana/A01812290/2019,EPI1498523,,
EPI_ISL_366166,A/swine/Minnesota/A02245110/2019,EPI1498521,,
EPI_ISL_366161,A/swine/Illinois/A02432162/2019,EPI1498511,,
EPI_ISL_366160,A/swine/Iowa/A02432168/2019,EPI1498509,,
EPI_ISL_366163,A/swine/Utah/A02245102/2019,EPI1498515,,
EPI_ISL_366169,A/swine/Indiana/A01812292/2019,EPI1498527,,
EPI_ISL_3806785,A/chicken/Bangladesh/2478/2019_(H3N8),EPI1888010,Chattogram_Veterinary_and_Animal_Sciences_University,St._Jude_Children's_Research_Hospital
EPI_ISL_3806908,A/duck/Bangladesh/2561/2019_(H3N8),EPI1888014,Chattogram_Veterinary_and_Animal_Sciences_University,St._Jude_Children's_Research_Hospital
EPI_ISL_17373083,A/swine/Ohio/OH20-10493/2020,EPI2497220,,
EPI_ISL_17373082,A/swine/Ohio/OH20-10115/2020,EPI2497212,,
EPI_ISL_5779,A/mallard_duck/Alberta/331/1985,EPI41960,,
EPI_ISL_17373085,A/swine/Ohio/OH20-10685/2020,EPI2497236,,
EPI_ISL_17373084,A/swine/Ohio/OH20-10603/2020,EPI2497228,,
EPI_ISL_17373087,A/swine/Ohio/OH20-11097/2020,EPI2497252,,
EPI_ISL_17373086,A/swine/Ohio/OH20-10686/2020,EPI2497244,,
EPI_ISL_5789,A/mallard_duck/Alberta/438/1985,EPI87086,,
EPI_ISL_17373079,A/swine/Indiana/OH20-12429/2020,EPI2497188,,
EPI_ISL_5790,A/blue-winged_teal/Alberta/120/1991,EPI42013,,
EPI_ISL_17373099,A/swine/Ohio/OH20-17380/2020,EPI2497326,,
EPI_ISL_17373098,A/swine/Ohio/OH20-16985/2020,EPI2497318,,
EPI_ISL_17373100,A/swine/Ohio/OH20-1952/2020,EPI2497334,,
EPI_ISL_17373103,A/swine/Ohio/OH20-23119/2020,EPI2497358,,
EPI_ISL_17373102,A/swine/Ohio/OH20-22800/2020,EPI2497350,,
EPI_ISL_17373089,A/swine/Ohio/OH20-11160/2020,EPI2497261,,
EPI_ISL_17373091,A/swine/Ohio/OH20-11715/2020,EPI2497276,,
EPI_ISL_17373090,A/swine/Ohio/OH20-11699/2020,EPI2497268,,
EPI_ISL_17373092,A/swine/Ohio/OH20-14132/2020,EPI2497284,,
EPI_ISL_17373095,A/swine/Ohio/OH20-15586/2020,EPI2497308,,
EPI_ISL_17373094,A/swine/Ohio/OH20-15002/2020,EPI2497300,,
EPI_ISL_17373115,A/swine/Ohio/OH20-24948/2020,EPI2497426,,
EPI_ISL_17373114,A/swine/Ohio/OH20-24947/2020,EPI2497418,,
EPI_ISL_17373117,A/swine/Ohio/OH20-25043/2020,EPI2497442,,
EPI_ISL_17373119,A/swine/Ohio/OH20-25166/2020,EPI2497458,,
EPI_ISL_5818,A/red-necked_stint/Australia/4500/1980,EPI42149,,
EPI_ISL_17373106,A/swine/Ohio/OH20-23834/2020,EPI2497368,,
EPI_ISL_17373109,A/swine/Ohio/OH20-24176/2020,EPI2497378,,
EPI_ISL_5821,A/duck/New_Zealand/38/1984,EPI90384,,
EPI_ISL_17373110,A/swine/Ohio/OH20-24338/2020,EPI2497386,,
EPI_ISL_17373133,A/swine/Ohio/OH20-6741/2020,EPI2497541,,
EPI_ISL_5828,A/duck/Chabarovsk/1610/1972,EPI42311,,
EPI_ISL_17373132,A/swine/Ohio/OH20-6729/2020,EPI2497533,,
EPI_ISL_17373135,A/swine/Ohio/OH20-7443/2020,EPI2497557,,
EPI_ISL_17373134,A/swine/Ohio/OH20-6892/2020,EPI2497549,,
EPI_ISL_17373121,A/swine/Ohio/OH20-25292/2020,EPI2497475,,
EPI_ISL_17373120,A/swine/Ohio/OH20-25168/2020,EPI2497466,,
EPI_ISL_17373122,A/swine/Ohio/OH20-25753/2020,EPI2497482,,
EPI_ISL_17373125,A/swine/Ohio/OH20-26246/2020,EPI2497492,,
EPI_ISL_15619618,A/equine/Washington/1/2020,EPI2201494,University_of_California_Davis,University_of_Kentucky
EPI_ISL_15619616,A/equine/Texas/6/2020,EPI2201491,University_of_California_Davis,University_of_Kentucky
EPI_ISL_17373126,A/swine/Ohio/OH20-26583/2020,EPI2497500,,
EPI_ISL_15619617,A/equine/Texas/8/2020,EPI2201492,University_of_California_Davis,University_of_Kentucky
EPI_ISL_17373145,A/swine/Illinois/A02751529/2023,EPI2497622,,
EPI_ISL_7591585,A/Anas_platyrhynchos/Belgium/827/2020,EPI1942357,Sciensano_-_Animal_Infectious_Diseases,"Sciensano,_Department_of_Animal_Infectious_Diseases"
EPI_ISL_14751284,A/swine/Italy/102079/2018,EPI2138448,,
EPI_ISL_17373150,A/swine/Iowa/A02751537/2023,EPI2497629,,
EPI_ISL_17373136,A/swine/Ohio/OH20-7953/2020,EPI2497566,,
EPI_ISL_17373138,A/swine/Ohio/OH20-8521/2020,EPI2497582,,
EPI_ISL_17373140,A/swine/Ohio/OH20-8813/2020,EPI2497598,,
EPI_ISL_5854,A/mallard_duck/New_York/157/1986,EPI42703,,
EPI_ISL_17373161,A/swine/North_Carolina/A02751517/2023,EPI2497709,,
EPI_ISL_15619598,A/equine/Kentucky/2/2020,EPI2201466,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15619599,A/equine/Kentucky/4/2020,EPI2201467,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15619597,A/equine/Idaho/1/2020,EPI2201464,University_of_California_Davis,University_of_Kentucky
EPI_ISL_14751234,A/swine/Italy/203689/2018,EPI2138450,,
EPI_ISL_15619594,A/equine/Colorado/2/2020,EPI2201458,CSU_Veterinary_Teaching_Hospital,University_of_Kentucky
EPI_ISL_366305,A/swine/Nebraska/A02432059/2019,EPI1499110,,
EPI_ISL_15619595,A/equine/Colorado/3/2020,EPI2201460,CSU_Veterinary_Teaching_Hospital,University_of_Kentucky
EPI_ISL_17373167,A/swine/Oklahoma/A02712638/2022,EPI2497656,,
EPI_ISL_15619593,A/equine/Colorado/1/2020,EPI2201457,CSU_Veterinary_Teaching_Hospital,University_of_Kentucky
EPI_ISL_366306,A/swine/Missouri/A02431992/2019,EPI1499112,,
EPI_ISL_15619590,A/equine/California/3/2020,EPI2201453,University_of_California_Davis,University_of_Kentucky
EPI_ISL_15619591,A/equine/California/4/2020,EPI2201455,University_of_California_Davis,University_of_Kentucky
EPI_ISL_17373152,A/swine/Ohio/A02751564/2023,EPI2497633,,
EPI_ISL_366319,A/swine/Iowa/A02431988/2019,EPI1499138,,
EPI_ISL_19109832,A/Wild_duck/South_Korea/KNU2020-131/2020,EPI3268087,"Wonkwang_University_School_of_Medicine,_Infection_Biology",
EPI_ISL_15619589,A/equine/California/2/2020,EPI2201452,University_of_California_Davis,University_of_Kentucky
EPI_ISL_366318,A/swine/Iowa/A02431885/2019,EPI1499136,,
EPI_ISL_5867,A/mallard_duck/New_York/174/1982,EPI42931,,
EPI_ISL_366313,A/swine/Nebraska/A02431880/2019,EPI1499126,,
EPI_ISL_366312,A/swine/Indiana/A02431993/2019,EPI1499124,,
EPI_ISL_366315,A/swine/Iowa/A02431991/2019,EPI1499130,,
EPI_ISL_366314,A/swine/Iowa/A02431986/2019,EPI1499128,,
EPI_ISL_15619614,A/equine/Texas/4/2020,EPI2201488,University_of_California_Davis,University_of_Kentucky
EPI_ISL_19109842,A/Eurasian_Wigeon/South_Korea/KNU2020-83/2020,EPI3268140,"Wonkwang_University_School_of_Medicine,_Infection_Biology",
EPI_ISL_17373179,A/swine/Minnesota/A02978435/2023,EPI2497677,,
EPI_ISL_19109840,A/Spot-billed_duck/South_Korea/KNU2022-20/2022,EPI3268126,"Wonkwang_University_School_of_Medicine,_Infection_Biology",
EPI_ISL_15619610,A/equine/Oregon/2/2020,EPI2201483,University_of_California_Davis,University_of_Kentucky
EPI_ISL_366321,A/swine/Oklahoma/A02431948/2019,EPI1499142,,
EPI_ISL_15619611,A/equine/Tennessee/2/2020,EPI2201485,University_of_California_Davis,University_of_Kentucky
EPI_ISL_17373180,A/swine/Kansas/A02978430/2023,EPI2497680,,
EPI_ISL_15619608,A/equine/New_Jersey/2/2020,EPI2201480,University_of_California_Davis,University_of_Kentucky
EPI_ISL_19109845,A/Rufous_Turtle_Dove/South_Korea/KNU18-19/2018,EPI3268155,"Wonkwang_University_School_of_Medicine,_Infection_Biology",
EPI_ISL_17373182,A/swine/Iowa/A02978439/2023,EPI2497682,,
EPI_ISL_14751257,A/swine/Italy/134615/2018,EPI2138449,,
EPI_ISL_15619606,A/equine/Mississippi/2/2020,EPI2201477,UK_Veterinary_Diagnostic_Laboratory,University_of_Kentucky
EPI_ISL_15619607,A/equine/Mississipi/3/2020,EPI2201478,UK_Veterinary_Diagnostic_Laboratory,University_of_Kentucky
EPI_ISL_15619604,A/equine/Missouri/1/2020,EPI2201474,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_17373170,A/swine/Minnesota/A02712642/2023,EPI2497661,,
EPI_ISL_15619605,A/equine/Mississippi/1/2020,EPI2201476,UK_Veterinary_Diagnostic_Laboratory,University_of_Kentucky
EPI_ISL_15619602,A/equine/Minnesota/1/2020,EPI2201472,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15619603,A/equine/Minnesota/2/2020,EPI2201473,UK_Veterinary_Diagnostic_Laboratory,University_of_Kentucky
EPI_ISL_17373172,A/swine/Iowa/A02978440/2023,EPI2497665,,
EPI_ISL_15619600,A/equine/Massachusetts/1/2020,EPI2201468,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15619601,A/equine/Massachusetts/2/2020,EPI2201470,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_9951121,A/duck/Bangladesh/18D1577/2021,EPI1985988,"icddr,b_International_Centre_for_Diarrhoeal_Disease_Research,_Bangladesh","International_Centre_for_Diarrhoeal_Disease_Research_(ICDDR,B)"
EPI_ISL_333613,A/common_teal/Chany/892/2018,EPI1333719,State_Research_Center_of_Virology_and_Biotechnology_(VECTOR),State_Research_Center_of_Virology_and_Biotechnology_(VECTOR)
EPI_ISL_333612,A/common_teal/Chany/891/2018,EPI1333711,State_Research_Center_of_Virology_and_Biotechnology_(VECTOR),State_Research_Center_of_Virology_and_Biotechnology_(VECTOR)
EPI_ISL_333615,A/gadwall/Chany/893/2018,EPI1333763,State_Research_Center_of_Virology_and_Biotechnology_(VECTOR),State_Research_Center_of_Virology_and_Biotechnology_(VECTOR)
EPI_ISL_333614,A/common_teal/Chany/893/2018,EPI1333727,State_Research_Center_of_Virology_and_Biotechnology_(VECTOR),State_Research_Center_of_Virology_and_Biotechnology_(VECTOR)
EPI_ISL_333611,A/common_teal/Chany/889/2018,EPI1333703,State_Research_Center_of_Virology_and_Biotechnology_(VECTOR),State_Research_Center_of_Virology_and_Biotechnology_(VECTOR)
EPI_ISL_169777,A/mallard/Italy/3342/2006,EPI554982,Istituto_Zooprofilattico_Sperimentale_Delle_Venezie,Istituto_Zooprofilattico_Sperimentale_Delle_Venezie
EPI_ISL_366386,A/swine/Minnesota/A02245092/2019,EPI1499356,,
EPI_ISL_14931872,A/swine/Kansas/A02750668/2022,EPI2175937,,
EPI_ISL_14931847,A/duck/Moscow/5881/2021,EPI2175872,,
EPI_ISL_14931850,A/swine/Indiana/A02750704/2022,EPI2175893,,
EPI_ISL_14931849,A/duck/Chernogolovka/5897/2021,EPI2175888,,
EPI_ISL_14931848,A/duck/Chernogolovka/5908/2021,EPI2175880,,
EPI_ISL_14931855,A/swine/Iowa/A02750700/2022,EPI2175903,,
EPI_ISL_14931853,A/swine/Pennsylvania/A02750718/2022,EPI2175899,,
EPI_ISL_14931852,A/swine/Iowa/A02750693/2022,EPI2175897,,
EPI_ISL_14931858,A/swine/Iowa/A02750712/2022,EPI2175909,,
EPI_ISL_14931856,A/swine/Iowa/A02750695/2022,EPI2175905,,
EPI_ISL_14931863,A/swine/Iowa/A02750697/2022,EPI2175919,,
EPI_ISL_14931860,A/swine/North_Carolina/A02750694/2022,EPI2175913,,
EPI_ISL_14931867,A/swine/Iowa/A02750719/2022,EPI2175927,,
EPI_ISL_14931865,A/swine/Iowa/A02750709/2022,EPI2175923,,
EPI_ISL_14931871,A/swine/North_Carolina/A02750710/2022,EPI2175935,,
EPI_ISL_14931869,A/swine/Iowa/A02750720/2022,EPI2175931,,
EPI_ISL_19273305,A/blue-winged_teal/Minnesota/23-029309-012-original/2023,EPI3446992,National_Veterinary_Services_Laboratories_-_USDA,National_Veterinary_Services_Laboratories_-_USDA
EPI_ISL_16209741,A/Duck/Mongolia/2021-MG03/2021,EPI2257138,,
EPI_ISL_16209740,A/Duck/Mongolia/2021-MG02/2021,EPI2257130,,
EPI_ISL_12949277,A/chicken/Guangdong/F0314/2022,EPI2047571,China_Agricultural_University,China_Agricultural_University
EPI_ISL_104409,A/chicken/Pakistan/NARC-16945/2010,EPI354436,,
EPI_ISL_399323,A/swine/Illinois/0TM119/2017,EPI1633538,,
EPI_ISL_284644,A/duck/Hokkaido/12/2015,EPI1098307,,
EPI_ISL_284645,A/duck/Hokkaido/13/2015,EPI1098314,,
EPI_ISL_284646,A/duck/Hokkaido/14/2015,EPI1098321,,
EPI_ISL_284647,A/duck/Hokkaido/15/2015,EPI1098328,,
EPI_ISL_284648,A/duck/Hokkaido/17/2015,EPI1098335,,
EPI_ISL_22518,A/mallard/MN/515/2000,EPI158614,,
EPI_ISL_22519,A/mallard/MN/99/2000,EPI158622,,
EPI_ISL_399358,A/swine/Michigan/A02478737/2019,EPI1633818,,
EPI_ISL_22520,A/mallard/MN/259/1999,EPI158630,,
EPI_ISL_399359,A/swine/Virginia/A02478738/2019,EPI1633826,,
EPI_ISL_22521,A/mallard/MN/330/1999,EPI158638,,
EPI_ISL_22522,A/mallard/MN/380/1999,EPI158646,,
EPI_ISL_399366,A/swine/Indiana/A02478693/2019,EPI1633856,,
EPI_ISL_399364,A/swine/Iowa/A02478703/2019,EPI1633852,,
EPI_ISL_284679,A/swine/Texas/A01785299/2017,EPI1098473,,
EPI_ISL_6150,A/mallard/Alaska/256/2005,EPI44100,,
EPI_ISL_6151,A/pintail/Alaska/279/2005,EPI44119,,
EPI_ISL_399372,A/swine/Iowa/A02478700/2019,EPI1633868,,
EPI_ISL_284680,A/swine/Texas/A01785298/2017,EPI1098475,,
EPI_ISL_284681,A/donkey/Shandong/1/2017,EPI1098480,,
EPI_ISL_15620323,A/swine/Iowa/B58578/2022,EPI2201675,,
EPI_ISL_284693,A/canine/South_Korea/0173915/2015,EPI1098536,,
EPI_ISL_284694,A/canine/Indiana/003018/2016,EPI1098576,,
